ts,Generation Meter RM - 01
2018-04-30T00:00:00,12377.726589689206
2018-05-01T00:00:00,25753.5011201598
2018-05-02T00:00:00,32865.18508717063
2018-05-03T00:00:00,21005.087591333217
2018-05-04T00:00:00,16565.806095162294
2018-05-05T00:00:00,33676.346940912306
2018-05-06T00:00:00,3951.070822587982
2018-05-07T00:00:00,21134.26354271041
2018-05-08T00:00:00,28092.936456660234
2018-05-09T00:00:00,29598.50854269439
2018-05-10T00:00:00,20560.119413238368
2018-05-11T00:00:00,15944.46211017294
2018-05-12T00:00:00,4787.494287711159
2018-05-13T00:00:00,26428.813055157163
2018-05-14T00:00:00,23178.32207750843
2018-05-15T00:00:00,18968.319155015586
2018-05-16T00:00:00,23198.232343995754
2018-05-17T00:00:00,19118.22615880582
2018-05-18T00:00:00,29834.90271174341
2018-05-19T00:00:00,11442.64157761497
2018-05-20T00:00:00,15622.922004088223
2018-05-21T00:00:00,31526.547045577234
2018-05-22T00:00:00,8674.029048937035
2018-05-23T00:00:00,30202.48090437979
2018-05-24T00:00:00,29713.130507615107
2018-05-25T00:00:00,30435.372244154434
2018-05-26T00:00:00,24190.00093248206
2018-05-27T00:00:00,5241.360251920201
2018-05-28T00:00:00,14964.040829149524
2018-05-29T00:00:00,32773.35662997216
2018-05-30T00:00:00,29267.521583982903
2018-05-31T00:00:00,32004.822771645642
2018-06-01T00:00:00,12458.261332211625
2018-06-02T00:00:00,25212.278368751584
2018-06-03T00:00:00,33404.97580658343
2018-06-04T00:00:00,8966.420409154664
2018-06-05T00:00:00,17587.440986804246
2018-06-06T00:00:00,20497.469396653258
2018-06-07T00:00:00,19077.87879950171
2018-06-08T00:00:00,27397.58161479084
2018-06-09T00:00:00,29637.853961516914
2018-06-10T00:00:00,31873.383944105623
2018-06-11T00:00:00,26666.93578625636
2018-06-12T00:00:00,32450.455753321854
2018-06-13T00:00:00,13146.129821157789
2018-06-14T00:00:00,23227.829860935693
2018-06-15T00:00:00,12794.473644863614
2018-06-16T00:00:00,30733.73033792909
2018-06-17T00:00:00,33482.11861135826
2018-06-18T00:00:00,20726.474192071804
2018-06-19T00:00:00,24813.225654566508
2018-06-20T00:00:00,20715.09494227233
2018-06-21T00:00:00,24136.299037502562
2018-06-22T00:00:00,31485.64830093634
2018-06-23T00:00:00,8455.536003957808
2018-06-24T00:00:00,17257.852405130332
2018-06-25T00:00:00,29327.074492723143
2018-06-26T00:00:00,32056.504706447093
2018-06-27T00:00:00,19773.08291545716
2018-06-28T00:00:00,9707.696684853792
2018-06-29T00:00:00,32943.53667329259
2018-06-30T00:00:00,30627.84384404164
