ts,total
2018-03-14T00:00:00,6532.510943846609
2018-03-15T00:00:00,15159.055707531226
2018-03-16T00:00:00,17341.3171497056
2018-03-17T00:00:00,22062.641443962082
2018-03-18T00:00:00,27468.610548632252
2018-03-19T00:00:00,27680.314899107834
2018-03-20T00:00:00,22352.285532627546
2018-03-21T00:00:00,6967.933223222422
2018-03-22T00:00:00,11985.188968800452
2018-03-23T00:00:00,20665.19955977531
2018-03-24T00:00:00,19197.45019311114
2018-03-25T00:00:00,15875.272031752715
2018-03-26T00:00:00,27683.45324290205
2018-03-27T00:00:00,23119.13862116829
2018-03-28T00:00:00,20509.182818196783
2018-03-29T00:00:00,10161.190892685308
2018-03-30T00:00:00,4090.1686478886613
2018-03-31T00:00:00,27380.74868451555
2018-04-01T00:00:00,17214.457745267966
2018-04-02T00:00:00,7441.503661867397
2018-04-03T00:00:00,10995.616930243079
2018-04-04T00:00:00,3582.4394887791163
2018-04-05T00:00:00,20910.233812521274
2018-04-06T00:00:00,7247.04222457716
2018-04-07T00:00:00,20077.231403393023
2018-04-08T00:00:00,18880.931412572474
2018-04-09T00:00:00,20883.571828499666
2018-04-10T00:00:00,6428.962100887516
2018-04-11T00:00:00,20251.00205930129
2018-04-12T00:00:00,17373.746662289377
2018-04-13T00:00:00,13376.085443986485
2018-04-14T00:00:00,21067.614127487825
2018-04-15T00:00:00,3665.83388568084
2018-04-16T00:00:00,4365.749635487595
2018-04-17T00:00:00,13919.490961142037
2018-04-18T00:00:00,15333.979878516147
2018-04-19T00:00:00,5417.422436701244
2018-04-20T00:00:00,23542.93051061585
2018-04-21T00:00:00,29877.51287470156
2018-04-22T00:00:00,29978.256631346394
2018-04-23T00:00:00,27834.352084756345
2018-04-24T00:00:00,24266.296302642124
2018-04-25T00:00:00,5901.817070398533
2018-04-26T00:00:00,18652.04336356808
2018-04-27T00:00:00,10733.516479949722
2018-04-28T00:00:00,25724.84483291366
2018-04-29T00:00:00,6907.980534034997
2018-04-30T00:00:00,10515.593736139817
2018-05-01T00:00:00,21879.086850117757
2018-05-02T00:00:00,27920.873185841203
2018-05-03T00:00:00,17845.03526572385
2018-05-04T00:00:00,14073.60920005339
2018-05-05T00:00:00,28610.002037282058
2018-05-06T00:00:00,3356.6628970186516
2018-05-07T00:00:00,17954.777698255282
2018-05-08T00:00:00,23866.5723057345
2018-05-09T00:00:00,25145.64276204883
2018-05-10T00:00:00,17467.009094887806
2018-05-11T00:00:00,13545.741592928745
2018-05-12T00:00:00,4067.2529465626744
2018-05-13T00:00:00,22452.803348227706
2018-05-14T00:00:00,19691.323498413032
2018-05-15T00:00:00,16114.682825337077
2018-05-16T00:00:00,19708.238419908645
2018-05-17T00:00:00,16242.0374844207
2018-05-18T00:00:00,25346.473263942666
2018-05-19T00:00:00,9721.185003285991
2018-05-20T00:00:00,13272.574699076145
2018-05-21T00:00:00,26783.6228432085
2018-05-22T00:00:00,7369.088731534774
2018-05-23T00:00:00,25658.752171706583
2018-05-24T00:00:00,25243.020742375913
2018-05-25T00:00:00,25856.606817791235
2018-05-26T00:00:00,20550.80312524592
2018-05-27T00:00:00,4452.838300682498
2018-05-28T00:00:00,12712.817080757333
2018-05-29T00:00:00,27842.859606989005
2018-05-30T00:00:00,24864.45022119327
2018-05-31T00:00:00,27189.945700055418
2018-06-01T00:00:00,10584.01265199435
2018-06-02T00:00:00,21419.28685911573
2018-06-03T00:00:00,28379.456582941948
2018-06-04T00:00:00,7617.492081998758
2018-06-05T00:00:00,14941.547055145542
2018-06-06T00:00:00,17413.78428682651
2018-06-07T00:00:00,16207.76007203047
2018-06-08T00:00:00,23275.828200460168
2018-06-09T00:00:00,25179.068968122952
2018-06-10T00:00:00,27078.28082350882
2018-06-11T00:00:00,22655.102363433372
2018-06-12T00:00:00,27568.536659936162
2018-06-13T00:00:00,11168.396668011932
2018-06-14T00:00:00,19733.38322024689
2018-06-15T00:00:00,10869.644432864467
2018-06-16T00:00:00,26110.079253079715
2018-06-17T00:00:00,28444.993851744915
2018-06-18T00:00:00,17608.337088974786
2018-06-19T00:00:00,21080.268527173448
2018-06-20T00:00:00,17598.669758948843
2018-06-21T00:00:00,20505.180263375987
2018-06-22T00:00:00,26748.876997123953
2018-06-23T00:00:00,7183.466268594965
2018-06-24T00:00:00,14661.542516360485
2018-06-25T00:00:00,24915.04385723619
2018-06-26T00:00:00,27233.85248907131
2018-06-27T00:00:00,16798.376126934254
2018-06-28T00:00:00,8247.249097958704
2018-06-29T00:00:00,27987.437384223733
2018-06-30T00:00:00,26020.122559999076
