ts,Meter 1,Meter 2,Meter 3,Meter 4,total
2018-01-20T00:00:00,9216.13881756133,9216.138817561325,9216.138817561325,9216.138817561328,36864.555270245306
2018-01-21T00:00:00,19341.97659261563,19341.976592615636,19341.976592615636,19341.97659261562,77367.90637046253
2018-01-22T00:00:00,1403.1173813561818,1403.1173813561818,1403.1173813561822,1403.1173813561822,5612.469525424729
2018-01-23T00:00:00,1095.173007624418,1095.1730076244166,1095.173007624417,1095.173007624417,4380.692030497668
2018-01-24T00:00:00,15799.503874872513,15799.503874872513,15799.503874872511,15799.503874872511,63198.015499490044
2018-01-25T00:00:00,23547.44974858748,23547.449748587485,23547.449748587478,23547.44974858749,94189.79899434993
2018-01-26T00:00:00,24255.837947250817,24255.83794725081,24255.837947250806,24255.837947250817,97023.35178900325
2018-01-27T00:00:00,21053.389972240988,21053.389972240977,21053.38997224099,21053.389972241002,84213.55988896397
2018-01-28T00:00:00,6865.898479144349,6865.898479144353,6865.898479144354,6865.898479144353,27463.59391657741
2018-01-29T00:00:00,8135.811920644582,8135.811920644585,8135.811920644581,8135.811920644577,32543.247682578323
2018-01-30T00:00:00,1779.8453596783706,1779.8453596783697,1779.8453596783713,1779.8453596783706,7119.381438713483
2018-01-31T00:00:00,22621.332632684473,22621.332632684476,22621.332632684458,22621.332632684473,90485.33053073789
2018-02-01T00:00:00,6734.878362139582,6734.878362139581,6734.878362139581,6734.878362139584,26939.51344855833
2018-02-02T00:00:00,2486.965728835154,2486.9657288351546,2486.965728835153,2486.965728835153,9947.862915340613
2018-02-03T00:00:00,12370.401218154107,12370.40121815411,12370.401218154107,12370.401218154107,49481.60487261643
2018-02-04T00:00:00,5704.635983720256,5704.635983720259,5704.63598372026,5704.635983720259,22818.543934881036
2018-02-05T00:00:00,17641.543625289607,17641.543625289603,17641.543625289603,17641.543625289607,70566.17450115843
2018-02-06T00:00:00,9398.707063571926,9398.707063571928,9398.707063571923,9398.70706357193,37594.828254287706
2018-02-07T00:00:00,1564.6376266200386,1564.6376266200389,1564.6376266200382,1564.6376266200382,6258.550506480154
2018-02-08T00:00:00,5621.419459084947,5621.4194590849465,5621.419459084945,5621.419459084944,22485.677836339783
2018-02-09T00:00:00,6825.7340400078865,6825.734040007888,6825.73404000789,6825.734040007893,27302.93616003156
2018-02-10T00:00:00,2803.9426734012004,2803.942673401202,2803.942673401202,2803.942673401202,11215.770693604807
2018-02-11T00:00:00,2030.5079777433107,2030.5079777433095,2030.5079777433111,2030.5079777433107,8122.031910973241
2018-02-12T00:00:00,11804.724460817739,11804.724460817739,11804.72446081774,11804.72446081774,47218.89784327096
2018-02-13T00:00:00,23297.133913105332,23297.133913105332,23297.133913105332,23297.13391310533,93188.53565242133
2018-02-14T00:00:00,17128.816837121667,17128.81683712166,17128.81683712166,17128.816837121656,68515.26734848665
2018-02-15T00:00:00,4824.098528676992,4824.098528676992,4824.098528676991,4824.098528676991,19296.394114707968
2018-02-16T00:00:00,3551.521824346434,3551.521824346432,3551.521824346432,3551.5218243464324,14206.08729738573
2018-02-17T00:00:00,22334.966624803532,22334.966624803532,22334.96662480355,22334.96662480354,89339.86649921416
2018-02-18T00:00:00,11601.534936590813,11601.534936590813,11601.534936590815,11601.534936590811,46406.13974636325
2018-02-19T00:00:00,17171.784875821922,17171.784875821937,17171.78487582193,17171.78487582193,68687.13950328772
2018-02-20T00:00:00,18336.90857608581,18336.908576085803,18336.908576085814,18336.908576085807,73347.63430434323
2018-02-21T00:00:00,17474.697942576513,17474.69794257652,17474.69794257652,17474.69794257652,69898.79177030608
2018-02-22T00:00:00,3381.645281827565,3381.6452818275643,3381.645281827565,3381.645281827565,13526.58112731026
2018-02-23T00:00:00,1356.7533862958728,1356.7533862958724,1356.7533862958721,1356.7533862958726,5427.013545183489
2018-02-24T00:00:00,15613.154942945517,15613.15494294552,15613.154942945526,15613.154942945508,62452.61977178208
2018-02-25T00:00:00,2163.06223017606,2163.0622301760586,2163.062230176057,2163.062230176058,8652.248920704233
2018-02-26T00:00:00,16876.032358168508,16876.032358168508,16876.032358168522,16876.03235816852,67504.12943267405
2018-02-27T00:00:00,29311.76670298802,29311.766702988036,29311.76670298801,29311.766702988043,117247.06681195211
2018-02-28T00:00:00,22560.917424474817,22560.91742447481,22560.917424474817,22560.917424474817,90243.66969789927
2018-03-01T00:00:00,21677.975921487407,21677.975921487403,21677.975921487392,21677.97592148739,86711.90368594958
2018-03-02T00:00:00,1783.208320493201,1783.2083204932012,1783.2083204932012,1783.208320493201,7132.833281972805
2018-03-03T00:00:00,5586.18939494825,5586.189394948246,5586.189394948247,5586.189394948248,22344.757579792993
2018-03-04T00:00:00,6979.082864532944,6979.082864532941,6979.082864532941,6979.082864532942,27916.331458131768
2018-03-05T00:00:00,11646.940478790779,11646.940478790773,11646.940478790777,11646.940478790764,46587.761915163086
2018-03-06T00:00:00,28855.121577470527,28855.121577470534,28855.121577470534,28855.121577470545,115420.48630988214
2018-03-07T00:00:00,1502.050375014653,1502.0503750146534,1502.050375014654,1502.0503750146536,6008.201500058614
2018-03-08T00:00:00,5541.444518670401,5541.4445186704,5541.4445186704,5541.4445186704015,22165.7780746816
2018-03-09T00:00:00,13087.965956728336,13087.96595672834,13087.965956728343,13087.96595672834,52351.86382691336
2018-03-10T00:00:00,14489.384865743486,14489.384865743481,14489.384865743477,14489.384865743481,57957.539462973924
2018-03-11T00:00:00,27995.115667413458,27995.115667413465,27995.115667413476,27995.11566741346,111980.46266965388
2018-03-12T00:00:00,18110.73542867161,18110.735428671593,18110.73542867161,18110.735428671614,72442.94171468643
2018-03-13T00:00:00,292.61618140453146,292.6161814045313,292.61618140453146,292.6161814045314,1170.4647256181256
2018-03-14T00:00:00,7691.758096426229,7691.758096426231,7691.758096426229,7691.758096426229,30767.032385704915
2018-03-15T00:00:00,17849.15333091211,17849.1533309121,17849.1533309121,17849.15333091212,71396.61332364842
2018-03-16T00:00:00,20418.674799861914,20418.67479986193,20418.674799861896,20418.67479986191,81674.69919944766
2018-03-17T00:00:00,25977.836457357334,25977.836457357334,25977.836457357316,25977.836457357338,103911.34582942932
2018-03-18T00:00:00,32343.13871055061,32343.138710550655,32343.138710550644,32343.138710550607,129372.55484220253
2018-03-19T00:00:00,32592.41171840581,32592.411718405805,32592.411718405798,32592.411718405823,130369.64687362323
2018-03-20T00:00:00,26318.880243311207,26318.88024331121,26318.8802433112,26318.88024331121,105275.52097324483
2018-03-21T00:00:00,8204.44959767936,8204.449597679366,8204.449597679366,8204.44959767936,32817.79839071746
2018-03-22T00:00:00,14112.058147381478,14112.058147381487,14112.058147381478,14112.05814738148,56448.23258952593
2018-03-23T00:00:00,24332.407154693283,24332.407154693297,24332.407154693283,24332.407154693286,97329.62861877315
2018-03-24T00:00:00,22604.19373544173,22604.193735441724,22604.193735441717,22604.193735441728,90416.7749417669
2018-03-25T00:00:00,18692.468062104806,18692.468062104806,18692.468062104806,18692.468062104806,74769.87224841923
2018-03-26T00:00:00,32596.106986809613,32596.10698680965,32596.10698680963,32596.106986809624,130384.42794723852
2018-03-27T00:00:00,27221.817644144638,27221.817644144634,27221.81764414462,27221.817644144616,108887.27057657852
2018-03-28T00:00:00,24148.703974472075,24148.703974472068,24148.703974472068,24148.703974472068,96594.81589788827
2018-03-29T00:00:00,11964.376790178394,11964.37679017839,11964.37679017839,11964.376790178387,47857.50716071356
2018-03-30T00:00:00,4816.002312675963,4816.002312675967,4816.002312675967,4816.002312675967,19264.009250703864
2018-03-31T00:00:00,32239.685044648522,32239.685044648515,32239.68504464851,32239.68504464853,128958.74017859409
2018-04-01T00:00:00,20269.303163200508,20269.303163200526,20269.303163200515,20269.303163200526,81077.21265280209
2018-04-02T00:00:00,8762.058959069996,8762.058959069993,8762.058959069995,8762.058959069996,35048.235836279986
2018-04-03T00:00:00,12946.878508954618,12946.878508954613,12946.878508954618,12946.878508954615,51787.514035818465
2018-04-04T00:00:00,4218.172488287966,4218.172488287968,4218.172488287964,4218.172488287968,16872.689953151865
2018-04-05T00:00:00,24620.92472682778,24620.924726827765,24620.92472682777,24620.92472682776,98483.69890731107
2018-04-06T00:00:00,8533.088759467222,8533.088759467219,8533.088759467219,8533.088759467219,34132.355037868874
2018-04-07T00:00:00,23640.099270914805,23640.099270914827,23640.099270914816,23640.099270914823,94560.39708365926
2018-04-08T00:00:00,22231.506125148047,22231.506125148062,22231.506125148073,22231.506125148037,88926.02450059222
2018-04-09T00:00:00,24589.5313570764,24589.5313570764,24589.53135707641,24589.53135707639,98358.1254283056
2018-04-10T00:00:00,7569.833669807944,7569.833669807943,7569.833669807943,7569.833669807946,30279.334679231775
2018-04-11T00:00:00,23844.706941838434,23844.70694183844,23844.706941838445,23844.706941838434,95378.82776735377
2018-04-12T00:00:00,20456.859192987886,20456.859192987893,20456.859192987886,20456.859192987904,81827.43677195157
2018-04-13T00:00:00,15749.780505027175,15749.780505027182,15749.780505027169,15749.780505027184,62999.12202010871
2018-04-14T00:00:00,24806.233457615625,24806.233457615614,24806.233457615606,24806.233457615625,99224.93383046245
2018-04-15T00:00:00,4316.36589861354,4316.365898613536,4316.365898613539,4316.365898613538,17265.46359445415
2018-04-16T00:00:00,5140.487385997113,5140.48738599711,5140.48738599711,5140.487385997114,20561.94954398845
2018-04-17T00:00:00,16389.617747115713,16389.61774711571,16389.617747115703,16389.617747115706,65558.47098846284
2018-04-18T00:00:00,18055.11921753665,18055.119217536645,18055.119217536652,18055.11921753664,72220.4768701466
2018-04-19T00:00:00,6378.788072067306,6378.788072067309,6378.788072067306,6378.788072067306,25515.152288269222
2018-04-20T00:00:00,27720.81484826391,27720.814848263915,27720.81484826392,27720.814848263904,110883.25939305566
2018-04-21T00:00:00,35179.52033001,35179.52033001001,35179.52033001001,35179.52033001,140718.08132004002
2018-04-22T00:00:00,35298.14188495239,35298.141884952434,35298.14188495243,35298.14188495241,141192.56753980965
2018-04-23T00:00:00,32773.78405441064,32773.78405441063,32773.78405441063,32773.78405441062,131095.13621764252
2018-04-24T00:00:00,28572.547778422544,28572.54777842255,28572.547778422555,28572.547778422533,114290.1911136902
2018-04-25T00:00:00,6949.142469883691,6949.1424698836945,6949.142469883689,6949.14246988369,27796.569879534763
2018-04-26T00:00:00,21962.0000318191,21962.000031819112,21962.000031819105,21962.000031819098,87848.00012727642
2018-04-27T00:00:00,12638.266203831752,12638.266203831747,12638.266203831741,12638.266203831741,50553.06481532699
2018-04-28T00:00:00,30289.927598094255,30289.927598094255,30289.92759809424,30289.927598094248,121159.71039237699
2018-04-29T00:00:00,8133.857816597962,8133.857816597958,8133.857816597962,8133.857816597962,32535.431266391846
2018-04-30T00:00:00,12381.671298212159,12381.67129821216,12381.671298212163,12381.671298212157,49526.68519284864
2018-05-01T00:00:00,25761.708609202986,25761.70860920297,25761.70860920299,25761.708609202968,103046.83443681191
2018-05-02T00:00:00,32875.6590279854,32875.659027985406,32875.65902798541,32875.65902798538,131502.6361119416
2018-05-03T00:00:00,21011.781788966888,21011.78178896688,21011.781788966873,21011.781788966877,84047.12715586752
2018-05-04T00:00:00,16571.085519943543,16571.085519943543,16571.08551994354,16571.085519943554,66284.34207977417
2018-05-05T00:00:00,33687.07939422971,33687.07939422971,33687.07939422972,33687.0793942297,134748.31757691884
2018-05-06T00:00:00,3952.330005575722,3952.3300055757204,3952.330005575722,3952.3300055757213,15809.320022302885
2018-05-07T00:00:00,21140.99890795851,21140.998907958525,21140.99890795852,21140.998907958514,84563.99563183407
2018-05-08T00:00:00,28101.889509959008,28101.889509959015,28101.889509959015,28101.889509959,112407.55803983603
2018-05-09T00:00:00,29607.941412944747,29607.941412944747,29607.94141294474,29607.941412944732,118431.76565177896
2018-05-10T00:00:00,20566.671802135847,20566.671802135843,20566.671802135847,20566.671802135847,82266.68720854339
2018-05-11T00:00:00,15949.54351628771,15949.543516287711,15949.543516287711,15949.543516287715,63798.17406515084
2018-05-12T00:00:00,4789.020033928241,4789.020033928239,4789.020033928241,4789.020033928242,19156.080135712964
2018-05-13T00:00:00,26437.235762134467,26437.23576213447,26437.235762134474,26437.235762134464,105748.94304853787
2018-05-14T00:00:00,23185.70887216609,23185.7088721661,23185.708872166088,23185.708872166073,92742.83548866434
2018-05-15T00:00:00,18974.364246551144,18974.36424655115,18974.36424655117,18974.36424655114,75897.4569862046
2018-05-16T00:00:00,23205.625483937998,23205.62548393801,23205.625483938013,23205.62548393802,92822.50193575205
2018-05-17T00:00:00,19124.3190248201,19124.319024820088,19124.319024820095,19124.31902482009,76497.27609928038
2018-05-18T00:00:00,29844.410919422367,29844.41091942238,29844.410919422367,29844.410919422367,119377.64367768947
2018-05-19T00:00:00,11446.288280054969,11446.288280054965,11446.288280054969,11446.28828005497,45785.153120219875
2018-05-20T00:00:00,15627.900937266002,15627.900937266006,15627.900937266008,15627.900937266006,62511.60374906402
2018-05-21T00:00:00,31536.594370336625,31536.594370336617,31536.594370336617,31536.59437033665,126146.3774813465
2018-05-22T00:00:00,8676.793410879405,8676.793410879407,8676.793410879409,8676.7934108794,34707.17364351763
2018-05-23T00:00:00,30212.106257062598,30212.106257062616,30212.106257062624,30212.106257062635,120848.4250282505
2018-05-24T00:00:00,29722.599907210228,29722.599907210228,29722.599907210217,29722.599907210235,118890.39962884091
2018-05-25T00:00:00,30445.07181793485,30445.071817934873,30445.071817934877,30445.071817934873,121780.28727173946
2018-05-26T00:00:00,24197.71014322904,24197.71014322904,24197.710143229033,24197.710143229044,96790.84057291616
2018-05-27T00:00:00,5243.030642545475,5243.030642545472,5243.030642545473,5243.030642545475,20972.122570181895
2018-05-28T00:00:00,14968.809780779604,14968.8097807796,14968.809780779604,14968.809780779593,59875.2391231184
2018-05-29T00:00:00,32783.80130559876,32783.80130559876,32783.801305598776,32783.80130559876,131135.20522239504
2018-05-30T00:00:00,29276.848970640007,29276.848970640007,29276.84897064004,29276.848970640014,117107.39588256009
2018-05-31T00:00:00,32015.022520060495,32015.02252006048,32015.02252006048,32015.022520060505,128060.09008024198
2018-06-01T00:00:00,12462.231706682436,12462.231706682436,12462.23170668243,12462.231706682434,49848.92682672974
2018-06-02T00:00:00,25220.313373293295,25220.31337329329,25220.3133732933,25220.3133732933,100881.25349317318
2018-06-03T00:00:00,33415.6217755195,33415.62177551951,33415.621775519525,33415.62177551952,133662.48710207807
2018-06-04T00:00:00,8969.2779545005,8969.277954500494,8969.277954500494,8969.277954500498,35877.11181800199
2018-06-05T00:00:00,17593.046000605027,17593.046000605038,17593.046000605034,17593.046000605027,70372.18400242014
2018-06-06T00:00:00,20504.001819359644,20504.00181935964,20504.001819359648,20504.00181935964,82016.00727743856
2018-06-07T00:00:00,19083.958807050356,19083.95880705034,19083.958807050356,19083.95880705034,76335.83522820138
2018-06-08T00:00:00,27406.31306259918,27406.3130625992,27406.313062599205,27406.31306259918,109625.25225039678
2018-06-09T00:00:00,29647.299370920387,29647.29937092038,29647.29937092037,29647.299370920395,118589.19748368152
2018-06-10T00:00:00,31883.541803740693,31883.541803740693,31883.541803740707,31883.54180374069,127534.16721496277
2018-06-11T00:00:00,26675.434381544816,26675.4343815448,26675.434381544816,26675.434381544826,106701.73752617926
2018-06-12T00:00:00,32460.797522341913,32460.797522341916,32460.797522341894,32460.797522341873,129843.19008936759
2018-06-13T00:00:00,13150.319415262451,13150.319415262446,13150.31941526244,13150.319415262451,52601.27766104979
2018-06-14T00:00:00,23235.232433432193,23235.232433432186,23235.232433432197,23235.232433432186,92940.92973372877
2018-06-15T00:00:00,12798.551168217182,12798.551168217187,12798.551168217182,12798.551168217191,51194.20467286874
2018-06-16T00:00:00,30743.52499667578,30743.524996675784,30743.524996675784,30743.52499667578,122974.09998670312
2018-06-17T00:00:00,33492.78916525165,33492.78916525161,33492.789165251605,33492.78916525162,133971.15666100648
2018-06-18T00:00:00,20733.07959725698,20733.079597256972,20733.079597256972,20733.079597256976,82932.31838902789
2018-06-19T00:00:00,24821.1334833598,24821.13348335979,24821.13348335981,24821.133483359798,99284.5339334392
2018-06-20T00:00:00,20721.696720957643,20721.696720957643,20721.696720957647,20721.696720957643,82886.78688383057
2018-06-21T00:00:00,24143.991133772066,24143.991133772073,24143.99113377208,24143.99113377207,96575.96453508828
2018-06-22T00:00:00,31495.682591506848,31495.68259150685,31495.682591506833,31495.68259150683,125982.73036602736
2018-06-23T00:00:00,8458.230733454313,8458.230733454311,8458.230733454311,8458.23073345431,33832.922933817244
2018-06-24T00:00:00,17263.352380992383,17263.35238099238,17263.352380992386,17263.352380992364,69053.4095239695
2018-06-25T00:00:00,29336.420858541267,29336.42085854131,29336.42085854129,29336.420858541296,117345.68343416514
2018-06-26T00:00:00,32066.72092559004,32066.72092559004,32066.720925590027,32066.72092559004,128266.88370236017
2018-06-27T00:00:00,19779.38448046075,19779.38448046075,19779.384480460743,19779.384480460743,79117.53792184299
2018-06-28T00:00:00,9710.790470580389,9710.790470580383,9710.790470580387,9710.790470580392,38843.16188232155
2018-06-29T00:00:00,32954.03558429609,32954.035584296114,32954.035584296085,32954.03558429612,131816.14233718443
2018-06-30T00:00:00,30637.604757386754,30637.604757386744,30637.604757386736,30637.604757386736,122550.41902954697
