ts,total
2018-04-29T00:00:00,2585.6386741516067
2018-04-30T00:00:00,3935.9586657589953
2018-05-01T00:00:00,8189.283805312434
2018-05-02T00:00:00,10450.708303201462
2018-05-03T00:00:00,6679.349065522589
2018-05-04T00:00:00,5267.714356354547
2018-05-05T00:00:00,10708.647392777668
2018-05-06T00:00:00,1256.389962284921
2018-05-07T00:00:00,6720.425365079414
2018-05-08T00:00:00,8933.194306078538
2018-05-09T00:00:00,9411.946963605109
2018-05-10T00:00:00,6537.85487885843
2018-05-11T00:00:00,5070.134920065066
2018-05-12T00:00:00,1522.3619210239444
2018-05-13T00:00:00,8404.024359111509
2018-05-14T00:00:00,7370.4098226500755
2018-05-15T00:00:00,6031.68276598203
2018-05-16T00:00:00,7376.741032614234
2018-05-17T00:00:00,6079.351274924349
2018-05-18T00:00:00,9487.117284379401
2018-05-19T00:00:00,3638.613597597543
2018-05-20T00:00:00,4967.889280870916
2018-05-21T00:00:00,10025.03853566005
2018-05-22T00:00:00,2758.2302416219563
2018-05-23T00:00:00,9604.002445977358
2018-05-24T00:00:00,9448.395281706755
2018-05-25T00:00:00,9678.058911865839
2018-05-26T00:00:00,7692.110752731655
2018-05-27T00:00:00,1666.6854898132026
2018-05-28T00:00:00,4758.373498516689
2018-05-29T00:00:00,10421.508028881724
2018-05-30T00:00:00,9306.69734616092
2018-05-31T00:00:00,10177.124096364645
2018-06-01T00:00:00,3961.567683330108
2018-06-02T00:00:00,8017.181896042147
2018-06-03T00:00:00,10622.354844622
2018-06-04T00:00:00,2851.2069526280243
2018-06-05T00:00:00,5592.5811786956965
2018-06-06T00:00:00,6517.932975276111
2018-06-07T00:00:00,6066.521330964699
2018-06-08T00:00:00,8712.080364370278
2018-06-09T00:00:00,9424.458303312798
2018-06-10T00:00:00,10135.328231144596
2018-06-11T00:00:00,8479.74434049846
2018-06-12T00:00:00,10318.829682060621
2018-06-13T00:00:00,4180.301060606796
2018-06-14T00:00:00,7386.152664260858
2018-06-15T00:00:00,4068.4788964619124
2018-06-16T00:00:00,9772.932967790612
2018-06-17T00:00:00,10646.885269393802
2018-06-18T00:00:00,6590.753569792945
2018-06-19T00:00:00,7890.288239350801
2018-06-20T00:00:00,6587.135113969611
2018-06-21T00:00:00,7675.034237316597
2018-06-22T00:00:00,10012.033258219024
2018-06-23T00:00:00,2688.752249232754
2018-06-24T00:00:00,5487.776227255316
2018-06-25T00:00:00,9325.634409080249
2018-06-26T00:00:00,10193.558290291216
2018-06-27T00:00:00,6287.587343761072
2018-06-28T00:00:00,3086.9233226672477
2018-06-29T00:00:00,10475.62310497367
2018-06-30T00:00:00,9739.262417695383
