ts,total
2018-03-19T00:00:00,434.4746037848568
2018-03-20T00:00:00,350.8450115496104
2018-03-21T00:00:00,109.36978272803096
2018-03-22T00:00:00,188.12142302160186
2018-03-23T00:00:00,324.36424309456686
2018-03-24T00:00:00,301.3262167259636
2018-03-25T00:00:00,249.18078248433838
2018-03-26T00:00:00,434.52386372577524
2018-03-27T00:00:00,362.88165900175596
2018-03-28T00:00:00,321.9153796250505
2018-03-29T00:00:00,159.49166052384894
2018-03-30T00:00:00,64.1999344726366
2018-03-31T00:00:00,429.7725650664856
2018-04-01T00:00:00,270.2008534045804
2018-04-02T00:00:00,116.80301928781907
2018-04-03T00:00:00,172.58894367893924
2018-04-04T00:00:00,56.23053722993225
2018-04-05T00:00:00,328.2103395086995
2018-04-06T00:00:00,113.75072178954052
2018-04-07T00:00:00,315.1354018507651
2018-04-08T00:00:00,296.3580878493143
2018-04-09T00:00:00,327.79184878754523
2018-04-10T00:00:00,100.91000668568955
2018-04-11T00:00:00,317.8629335696189
2018-04-12T00:00:00,272.701077457755
2018-04-13T00:00:00,209.95315424159904
2018-04-14T00:00:00,330.68060584193523
2018-04-15T00:00:00,57.53950888303008
2018-04-16T00:00:00,68.52549727183529
2018-04-17T00:00:00,218.48253324690336
2018-04-18T00:00:00,240.68457517360108
2018-04-19T00:00:00,85.03272001420872
2018-04-20T00:00:00,369.5335635745937
2018-04-21T00:00:00,468.9621709733985
2018-04-22T00:00:00,470.5434609230108
2018-04-23T00:00:00,436.89239583117956
2018-04-24T00:00:00,380.8876275376545
2018-04-25T00:00:00,92.63585485274785
2018-04-26T00:00:00,292.7654248046652
2018-04-27T00:00:00,168.4749735269339
2018-04-28T00:00:00,403.78123612196777
2018-04-29T00:00:00,108.42875582947559
2018-04-30T00:00:00,165.0544236481618
2018-05-01T00:00:00,343.4176101329602
2018-05-02T00:00:00,438.25044472801795
2018-05-03T00:00:00,280.0984979709194
2018-05-04T00:00:00,220.90159751806843
2018-05-05T00:00:00,449.0671202527653
2018-05-06T00:00:00,52.68671211065281
2018-05-07T00:00:00,281.82103256152186
2018-05-08T00:00:00,374.61349641549236
2018-05-09T00:00:00,394.6899887439086
2018-05-10T00:00:00,274.16493936102114
2018-05-11T00:00:00,212.6161040078869
2018-05-12T00:00:00,63.84024599761925
2018-05-13T00:00:00,352.4227550928244
2018-05-14T00:00:00,309.07813029425444
2018-05-15T00:00:00,252.9386121934121
2018-05-16T00:00:00,309.343629579275
2018-05-17T00:00:00,254.93759107956978
2018-05-18T00:00:00,397.84225608827506
2018-05-19T00:00:00,152.58525844148198
2018-05-20T00:00:00,208.32843320622362
2018-05-21T00:00:00,420.39998335066343
2018-05-22T00:00:00,115.66638307977549
2018-05-23T00:00:00,402.743835250782
2018-05-24T00:00:00,396.218448935716
2018-05-25T00:00:00,405.8493930913611
2018-05-26T00:00:00,322.5686585519879
2018-05-27T00:00:00,69.89245474477673
2018-05-28T00:00:00,199.54238903291622
2018-05-29T00:00:00,437.0259312466796
2018-05-30T00:00:00,390.27634611661995
2018-05-31T00:00:00,426.7776912228735
2018-06-01T00:00:00,166.12833778048423
2018-06-02T00:00:00,336.20051669890665
2018-06-03T00:00:00,445.4484423116394
2018-06-04T00:00:00,119.56536138493738
2018-06-05T00:00:00,234.52488746529355
2018-06-06T00:00:00,273.3295143494834
2018-06-07T00:00:00,254.39956738940234
2018-06-08T00:00:00,365.34108343851506
2018-06-09T00:00:00,395.21465176501295
2018-06-10T00:00:00,425.02498164673244
2018-06-11T00:00:00,355.5980724545637
2018-06-12T00:00:00,432.7201148510099
2018-06-13T00:00:00,175.30092178983833
2018-06-14T00:00:00,309.7383063452016
2018-06-15T00:00:00,170.6116594216664
2018-06-16T00:00:00,409.8279365542425
2018-06-17T00:00:00,446.47712565574506
2018-06-18T00:00:00,276.3832459250346
2018-06-19T00:00:00,330.879231302288
2018-06-20T00:00:00,276.23150598284144
2018-06-21T00:00:00,321.8525548910751
2018-06-22T00:00:00,419.8546070510881
2018-06-23T00:00:00,112.75282352189842
2018-06-24T00:00:00,230.12989190653568
2018-06-25T00:00:00,391.07047183570603
2018-06-26T00:00:00,427.4668591326562
2018-06-27T00:00:00,263.6699704674962
2018-06-28T00:00:00,129.450127182842
2018-06-29T00:00:00,439.29524692134265
2018-06-30T00:00:00,408.41596206166673
