ts,Meter 1,Meter 2,total
2018-02-15T00:00:00,810.8730834378972,810.8730834378972,1621.7461668757944
2018-02-16T00:00:00,596.96820773571,596.9682077357102,1193.9364154714203
2018-02-17T00:00:00,3754.239916095554,3754.2399160955524,7508.479832191106
2018-02-18T00:00:00,1950.0788283496888,1950.0788283496902,3900.157656699379
2018-02-19T00:00:00,2886.3710116237357,2886.371011623736,5772.7420232474715
2018-02-20T00:00:00,3082.214326556744,3082.2143265567433,6164.428653113487
2018-02-21T00:00:00,2937.2870638131376,2937.287063813135,5874.5741276262725
2018-02-22T00:00:00,568.4139991064307,568.4139991064307,1136.8279982128613
2018-02-23T00:00:00,228.05396599398654,228.05396599398668,456.1079319879732
2018-02-24T00:00:00,2624.384020251752,2624.384020251752,5248.768040503504
2018-02-25T00:00:00,363.5848086071206,363.5848086071206,727.1696172142412
2018-02-26T00:00:00,2836.6585618264244,2836.6585618264235,5673.317123652848
2018-02-27T00:00:00,4926.956302026987,4926.956302026983,9853.91260405397
2018-02-28T00:00:00,3792.219534576718,3792.2195345767177,7584.439069153435
2018-03-01T00:00:00,3643.807661401515,3643.8076614015126,7287.615322803028
2018-03-02T00:00:00,299.7359238529049,299.735923852905,599.4718477058099
2018-03-03T00:00:00,938.9714145395035,938.9714145395033,1877.9428290790067
2018-03-04T00:00:00,1173.10009492788,1173.1000949278796,2346.2001898557596
2018-03-05T00:00:00,1957.7109552206448,1957.7109552206452,3915.4219104412896
2018-03-06T00:00:00,4850.1997352271765,4850.199735227175,9700.399470454351
2018-03-07T00:00:00,252.47664653342216,252.47664653342216,504.9532930668443
2018-03-08T00:00:00,931.4503376834263,931.4503376834267,1862.900675366853
2018-03-09T00:00:00,2199.9300487283103,2199.9300487283103,4399.860097456621
2018-03-10T00:00:00,2435.4917531972546,2435.491753197256,4870.983506394511
2018-03-11T00:00:00,4705.6430600437525,4705.643060043751,9411.286120087503
2018-03-12T00:00:00,3044.1973340877053,3044.197334087705,6088.3946681754105
2018-03-13T00:00:00,49.18526930344187,49.185269303441885,98.37053860688376
2018-03-14T00:00:00,1292.8922507762416,1292.8922507762416,2585.784501552483
2018-03-15T00:00:00,3000.2285218999996,3000.2285218999978,6000.457043799996
2018-03-16T00:00:00,3432.1342518724373,3432.1342518724387,6864.2685037448755
2018-03-17T00:00:00,4366.562628023225,4366.562628023226,8733.12525604645
2018-03-18T00:00:00,5436.493566286328,5436.493566286329,10872.987132572658
2018-03-19T00:00:00,5478.393368144815,5478.393368144813,10956.786736289629
2018-03-20T00:00:00,4423.88799662004,4423.887996620038,8847.775993240079
2018-03-21T00:00:00,1379.0695408962983,1379.0695408962968,2758.139081792595
2018-03-22T00:00:00,2372.0676589829936,2372.067658982992,4744.135317965985
2018-03-23T00:00:00,4089.985704003352,4089.9857040033535,8179.971408006705
2018-03-24T00:00:00,3799.4937632237793,3799.4937632237807,7598.98752644756
2018-03-25T00:00:00,3141.9796101760394,3141.9796101760394,6283.959220352079
2018-03-26T00:00:00,5479.014498427896,5479.014498427902,10958.028996855799
2018-03-27T00:00:00,4575.660940313622,4575.660940313622,9151.321880627243
2018-03-28T00:00:00,4059.1074034674452,4059.107403467443,8118.214806934889
2018-03-29T00:00:00,2011.0681905838742,2011.0681905838753,4022.1363811677493
2018-03-30T00:00:00,809.5122066660184,809.512206666019,1619.0244133320375
2018-03-31T00:00:00,5419.104246278806,5419.104246278803,10838.208492557607
2018-04-01T00:00:00,3407.0266719012193,3407.0266719012207,6814.0533438024395
2018-04-02T00:00:00,1472.7969843837886,1472.7969843837875,2945.593968767576
2018-04-03T00:00:00,2176.2149415159306,2176.2149415159297,4352.42988303186
2018-04-04T00:00:00,709.0241859112726,709.0241859112731,1418.0483718225457
2018-04-05T00:00:00,4138.482046263358,4138.482046263358,8276.964092526716
2018-04-06T00:00:00,1434.309841000709,1434.3098410007085,2868.6196820014175
2018-04-07T00:00:00,3973.617055006923,3973.6170550069205,7947.234110013843
2018-04-08T00:00:00,3736.849447416074,3736.8494474160752,7473.69889483215
2018-04-09T00:00:00,4133.205197463843,4133.2051974638425,8266.410394927687
2018-04-10T00:00:00,1272.3982175033595,1272.3982175033593,2544.7964350067186
2018-04-11T00:00:00,4008.0091496191326,4008.0091496191358,8016.018299238268
2018-04-12T00:00:00,3438.55259022295,3438.552590222952,6877.105180445902
2018-04-13T00:00:00,2647.3491380127243,2647.349138012723,5294.698276025447
2018-04-14T00:00:00,4169.630220586226,4169.630220586224,8339.26044117245
2018-04-15T00:00:00,725.5293200685994,725.5293200685999,1451.0586401371993
2018-04-16T00:00:00,864.0542543396705,864.0542543396699,1728.1085086793403
2018-04-17T00:00:00,2754.898101680556,2754.898101680556,5509.796203361112
2018-04-18T00:00:00,3034.848916275745,3034.848916275747,6069.697832551493
2018-04-19T00:00:00,1072.1977426138153,1072.1977426138153,2144.3954852276306
2018-04-20T00:00:00,4659.5363833888005,4659.536383388799,9319.0727667776
2018-04-21T00:00:00,5913.255285788014,5913.255285788016,11826.51057157603
2018-04-22T00:00:00,5933.194145959835,5933.194145959832,11866.388291919666
2018-04-23T00:00:00,5508.879881733271,5508.879881733271,11017.759763466542
2018-04-24T00:00:00,4802.702469909991,4802.702469909996,9605.404939819988
2018-04-25T00:00:00,1168.0674738103244,1168.0674738103248,2336.134947620649
2018-04-26T00:00:00,3691.5487066447445,3691.5487066447445,7383.097413289489
2018-04-27T00:00:00,2124.3409157359274,2124.3409157359265,4248.681831471854
2018-04-28T00:00:00,5091.3734125810415,5091.3734125810415,10182.746825162083
2018-04-29T00:00:00,1367.2039094522916,1367.2039094522922,2734.407818904584
2018-04-30T00:00:00,2081.210390710918,2081.21039071092,4162.420781421838
2018-05-01T00:00:00,4330.234129836894,4330.2341298368965,8660.46825967379
2018-05-02T00:00:00,5526.003842501624,5526.003842501619,11052.007685003244
2018-05-03T00:00:00,3531.8284206803874,3531.8284206803874,7063.656841360775
2018-05-04T00:00:00,2785.400657053916,2785.400657053917,5570.801314107833
2018-05-05T00:00:00,5662.393870696444,5662.393870696441,11324.787741392884
2018-05-06T00:00:00,664.3392541288403,664.3392541288406,1328.6785082576807
2018-05-07T00:00:00,3553.5482680439623,3553.5482680439623,7107.0965360879245
2018-05-08T00:00:00,4723.590461909767,4723.590461909768,9447.180923819535
2018-05-09T00:00:00,4976.739717285043,4976.739717285043,9953.479434570087
2018-05-10T00:00:00,3457.010772295901,3457.010772295899,6914.021544591799
2018-05-11T00:00:00,2680.926903461492,2680.926903461493,5361.853806922985
2018-05-12T00:00:00,804.9768093402208,804.9768093402208,1609.9536186804417
2018-05-13T00:00:00,4443.782139312109,4443.782139312107,8887.564278624217
2018-05-14T00:00:00,3897.2394807248725,3897.239480724871,7794.478961449743
2018-05-15T00:00:00,3189.362976608666,3189.362976608664,6378.725953217329
2018-05-16T00:00:00,3900.5872242054706,3900.5872242054706,7801.174448410941
2018-05-17T00:00:00,3214.568575687616,3214.568575687617,6429.137151375233
2018-05-18T00:00:00,5016.487404177573,5016.487404177573,10032.974808355146
2018-05-19T00:00:00,1923.9837280256982,1923.9837280256982,3847.9674560513963
2018-05-20T00:00:00,2626.8626449755093,2626.862644975512,5253.725289951021
2018-05-21T00:00:00,5300.923139564956,5300.923139564952,10601.846279129908
2018-05-22T00:00:00,1458.4648687436686,1458.4648687436697,2916.9297374873386
2018-05-23T00:00:00,5078.292578849207,5078.292578849217,10156.585157698424
2018-05-24T00:00:00,4996.0124345056265,4996.012434505625,9992.024869011251
2018-05-25T00:00:00,5117.451294525593,5117.451294525593,10234.902589051186
2018-05-26T00:00:00,4067.344752462542,4067.3447524625394,8134.6895049250825
2018-05-27T00:00:00,881.2905454578649,881.2905454578654,1762.5810909157303
2018-05-28T00:00:00,2516.077329304654,2516.0773293046536,5032.154658609307
2018-05-29T00:00:00,5510.563661471638,5510.5636614716395,11021.127322943277
2018-05-30T00:00:00,4921.087050160057,4921.087050160051,9842.17410032011
2018-05-31T00:00:00,5381.341171382494,5381.341171382487,10762.68234276498
2018-06-01T00:00:00,2094.751628816025,2094.751628816025,4189.50325763205
2018-06-02T00:00:00,4239.232086306688,4239.232086306686,8478.464172613374
2018-06-03T00:00:00,5616.765101922807,5616.765101922805,11233.530203845612
2018-06-04T00:00:00,1507.6280113150972,1507.6280113150963,3015.256022630193
2018-06-05T00:00:00,2957.179952435123,2957.1799524351236,5914.359904870246
2018-06-06T00:00:00,3446.4767001017553,3446.4767001017563,6892.953400203512
2018-06-07T00:00:00,3207.784507319892,3207.7845073198882,6415.569014639781
2018-06-08T00:00:00,4606.672406591333,4606.67240659133,9213.344813182664
2018-06-09T00:00:00,4983.355317806431,4983.35531780643,9966.710635612862
2018-06-10T00:00:00,5359.24084046655,5359.240840466552,10718.481680933102
2018-06-11T00:00:00,4483.820469342839,4483.820469342838,8967.640938685676
2018-06-12T00:00:00,5456.27060088537,5456.270600885371,10912.54120177074
2018-06-13T00:00:00,2210.4109169949957,2210.410916994994,4420.8218339899895
2018-06-14T00:00:00,3905.563797193112,3905.5637971931096,7811.127594386221
2018-06-15T00:00:00,2151.2828951601327,2151.2828951601327,4302.5657903202655
2018-06-16T00:00:00,5167.617693049354,5167.617693049348,10335.235386098702
2018-06-17T00:00:00,5629.736014287251,5629.7360142872485,11259.472028574499
2018-06-18T00:00:00,3484.9819261054345,3484.981926105433,6969.963852210868
2018-06-19T00:00:00,4172.134736144241,4172.134736144242,8344.269472288484
2018-06-20T00:00:00,3483.0686011705525,3483.0686011705534,6966.137202341106
2018-06-21T00:00:00,4058.315231490143,4058.3152314901445,8116.630462980288
2018-06-22T00:00:00,5294.046360400633,5294.04636040063,10588.092720801262
2018-06-23T00:00:00,1421.7271049698566,1421.727104969858,2843.4542099397145
2018-06-24T00:00:00,2901.7624106216836,2901.762410621683,5803.524821243367
2018-06-25T00:00:00,4931.100369776467,4931.100369776473,9862.200739552942
2018-06-26T00:00:00,5390.031053077764,5390.031053077763,10780.062106155527
2018-06-27T00:00:00,3324.677219346407,3324.677219346406,6649.354438692813
2018-06-28T00:00:00,1632.267368647294,1632.2673686472947,3264.534737294589
2018-06-29T00:00:00,5539.17800126043,5539.17800126043,11078.35600252086
2018-06-30T00:00:00,5149.813771649273,5149.813771649277,10299.627543298551
